"","rt","int"
"824",6.86792497767193,20619
"825",6.87625781482584,20726
"826",6.88459065197976,20813
"827",6.89292348913367,20859
"828",6.90125632628759,20937
"829",6.9095891634415,21024
"830",6.91792200059542,21102
"831",6.92625483774933,21227
"832",6.93458767490324,21329
"833",6.94292051205716,21492
"834",6.95125334921107,21653
"835",6.95958618636499,21815
"836",6.9679190235189,21881
"837",6.97625186067282,22004
"838",6.98458469782673,22133
"839",6.99291753498065,22266
"840",7.00125037213456,22446
"841",7.00958320928848,22715
"842",7.01791604644239,23068
"843",7.02624888359631,23335
"844",7.03458172075022,23489
"845",7.04291455790414,23625
"846",7.05124739505805,23675
"847",7.05958023221197,23713
"848",7.06791306936588,23773
"849",7.0762459065198,23844
"850",7.08457874367371,23931
"851",7.09291158082763,23975
"852",7.10124441798154,23995
"853",7.10957725513546,24054
"854",7.11791009228937,24080
"855",7.12624292944329,24087
"856",7.1345757665972,24075
"857",7.14290860375112,24038
"858",7.15124144090503,24102
"859",7.15957427805895,24210
"860",7.16790711521286,24211
"861",7.17623995236678,24234
"862",7.18457278952069,24205
"863",7.19290562667461,24183
"864",7.20123846382852,24167
"865",7.20957130098243,24235
"866",7.21790413813635,24318
"867",7.22623697529026,24289
"868",7.23456981244418,24220
"869",7.24290264959809,24140
"870",7.25123548675201,24101
"871",7.25956832390592,24166
"872",7.26790116105984,24180
"873",7.27623399821375,24106
"874",7.28456683536767,24034
"875",7.29289967252158,24047
"876",7.3012325096755,24009
"877",7.30956534682941,23881
"878",7.31789818398333,23630
"879",7.32623102113724,23318
"880",7.33456385829116,22873
"881",7.34289669544507,22199
"882",7.35122953259899,21101
"883",7.3595623697529,19421
"884",7.36789520690682,16995
"885",7.37622804406073,13547
"886",7.38456088121465,8705
"887",7.39289371836856,1927
"888",7.40122655552248,-7626
"889",7.40955939267639,-20876
"890",7.41789222983031,-38808
"891",7.42622506698422,-62636
"892",7.43455790413814,-93957
"893",7.44289074129205,-134260
"894",7.45122357844597,-184945
"895",7.45955641559988,-247225
"896",7.4678892527538,-322155
"897",7.47622208990771,-410297
"898",7.48455492706162,-511342
"899",7.49288776421554,-624192
"900",7.50122060136945,-746962
"901",7.50955343852337,-876754
"902",7.51788627567728,-1010020
"903",7.5262191128312,-1142635
"904",7.53455194998511,-1270156
"905",7.54288478713903,-1388092
"906",7.55121762429294,-1492243
"907",7.55955046144686,-1579053
"908",7.56788329860077,-1645913
"909",7.57621613575469,-1691072
"910",7.5845489729086,-1713611
"911",7.59288181006252,-1713652
"912",7.60121464721643,-1692481
"913",7.60954748437035,-1651954
"914",7.61788032152426,-1594525
"915",7.62621315867818,-1523084
"916",7.63454599583209,-1440608
"917",7.64287883298601,-1350092
"918",7.65121167013992,-1254503
"919",7.65954450729384,-1156519
"920",7.66787734444775,-1058457
"921",7.67621018160167,-962366
"922",7.68454301875558,-869875
"923",7.6928758559095,-782234
"924",7.70120869306341,-700224
"925",7.70954153021733,-624409
"926",7.71787436737124,-554996
"927",7.72620720452516,-491957
"928",7.73454004167907,-435325
"929",7.74287287883299,-384685
"930",7.7512057159869,-339593
"931",7.75953855314082,-299702
"932",7.76787139029473,-264519
"933",7.77620422744865,-233515
"934",7.78453706460256,-206224
"935",7.79286990175648,-182238
"936",7.80120273891039,-161158
"937",7.80953557606431,-142627
"938",7.81786841321822,-126238
"939",7.82620125037213,-111643
"940",7.83453408752605,-98632
"941",7.84286692467996,-87101
"942",7.85119976183388,-76767
"943",7.85953259898779,-67475
"944",7.86786543614171,-59169
"945",7.87619827329562,-51720
"946",7.88453111044954,-44956
"947",7.89286394760345,-38695
"948",7.90119678475737,-32877
"949",7.90952962191128,-27620
"950",7.9178624590652,-22847
"951",7.92619529621911,-18543
"952",7.93452813337303,-14611
"953",7.94286097052694,-11009
"954",7.95119380768086,-7706
"955",7.95952664483477,-4711
"956",7.96785948198869,-1989
"957",7.9761923191426,532
"958",7.98452515629652,2928
"959",7.99285799345043,5091
"960",8.00119083060435,7136
"961",8.00952366775826,9096
"962",8.01785650491218,10885
"963",8.02618934206609,12588
"964",8.03452217922001,14149
"965",8.04285501637392,15576
"966",8.05118785352784,16931
"967",8.05952069068175,18248
"968",8.06785352783566,19510
"969",8.07618636498958,20715
"970",8.0845192021435,21913
"971",8.09285203929741,23127
"972",8.10118487645132,24304
"973",8.10951771360524,25360
"974",8.11785055075915,26331
"975",8.12618338791307,27326
"976",8.13451622506698,28316
"977",8.1428490622209,29321
"978",8.15118189937481,30275
"979",8.15951473652873,31146
"980",8.16784757368264,31928
"981",8.17618041083656,32624
